categoria,archivo_destino,marca,linea,motivo,prompt
fuentes-de-poder,"lineas-nuevas/fuentes-de-poder/seasonic-core-gx.png","Seasonic","Core GX","REPETIDA (3 refs)","Professional product photography of a Seasonic Core GX ATX modular power supply unit (PSU), three-quarter angle showing the top fan grille and the front modular cable connector sockets, single product centered, filling ~85% of the frame, pure white seamless studio background (#FFFFFF), soft even diffused studio lighting, subtle soft contact shadow, ultra-sharp focus, high detail, photorealistic 4k commercial product photography, no added text or watermark overlay, no people, no extra props"
fuentes-de-poder,"lineas-nuevas/fuentes-de-poder/seasonic-focus-gx.png","Seasonic","Focus GX","REPETIDA (3 refs)","Professional product photography of a Seasonic Focus GX ATX modular power supply unit (PSU), three-quarter angle showing the top fan grille and the front modular cable connector sockets, single product centered, filling ~85% of the frame, pure white seamless studio background (#FFFFFF), soft even diffused studio lighting, subtle soft contact shadow, ultra-sharp focus, high detail, photorealistic 4k commercial product photography, no added text or watermark overlay, no people, no extra props"
fuentes-de-poder,"lineas-nuevas/fuentes-de-poder/seasonic-prime.png","Seasonic","Prime Series","REPETIDA (3 refs)","Professional product photography of a Seasonic Prime Series ATX modular power supply unit (PSU), three-quarter angle showing the top fan grille and the front modular cable connector sockets, single product centered, filling ~85% of the frame, pure white seamless studio background (#FFFFFF), soft even diffused studio lighting, subtle soft contact shadow, ultra-sharp focus, high detail, photorealistic 4k commercial product photography, no added text or watermark overlay, no people, no extra props"
fuentes-de-poder,"lineas-nuevas/fuentes-de-poder/corsair-cv.png","Corsair","CV Series","REPETIDA (4 refs)","Professional product photography of a Corsair CV Series ATX modular power supply unit (PSU), three-quarter angle showing the top fan grille and the front modular cable connector sockets, single product centered, filling ~85% of the frame, pure white seamless studio background (#FFFFFF), soft even diffused studio lighting, subtle soft contact shadow, ultra-sharp focus, high detail, photorealistic 4k commercial product photography, no added text or watermark overlay, no people, no extra props"
fuentes-de-poder,"lineas-nuevas/fuentes-de-poder/corsair-cx.png","Corsair","CX Series","REPETIDA (4 refs)","Professional product photography of a Corsair CX Series ATX modular power supply unit (PSU), three-quarter angle showing the top fan grille and the front modular cable connector sockets, single product centered, filling ~85% of the frame, pure white seamless studio background (#FFFFFF), soft even diffused studio lighting, subtle soft contact shadow, ultra-sharp focus, high detail, photorealistic 4k commercial product photography, no added text or watermark overlay, no people, no extra props"
fuentes-de-poder,"lineas-nuevas/fuentes-de-poder/corsair-rm.png","Corsair","RM Series","REPETIDA (4 refs)","Professional product photography of a Corsair RM Series ATX modular power supply unit (PSU), three-quarter angle showing the top fan grille and the front modular cable connector sockets, single product centered, filling ~85% of the frame, pure white seamless studio background (#FFFFFF), soft even diffused studio lighting, subtle soft contact shadow, ultra-sharp focus, high detail, photorealistic 4k commercial product photography, no added text or watermark overlay, no people, no extra props"
fuentes-de-poder,"lineas-nuevas/fuentes-de-poder/corsair-hx.png","Corsair","HX Series","REPETIDA (4 refs)","Professional product photography of a Corsair HX Series ATX modular power supply unit (PSU), three-quarter angle showing the top fan grille and the front modular cable connector sockets, single product centered, filling ~85% of the frame, pure white seamless studio background (#FFFFFF), soft even diffused studio lighting, subtle soft contact shadow, ultra-sharp focus, high detail, photorealistic 4k commercial product photography, no added text or watermark overlay, no people, no extra props"
monitores,"lineas-nuevas/monitores/lg-ultragear.png","LG","UltraGear","REPETIDA (3 refs)","Professional product photography of a LG UltraGear computer monitor on its stand, three-quarter front view, thin bezels, screen displaying a vivid colorful abstract wallpaper, gaming aesthetic with subtle RGB lighting accents, single product centered, filling ~85% of the frame, pure white seamless studio background (#FFFFFF), soft even diffused studio lighting, subtle soft contact shadow, ultra-sharp focus, high detail, photorealistic 4k commercial product photography, no added text or watermark overlay, no people, no extra props"
monitores,"lineas-nuevas/monitores/lg-ultrawide.png","LG","UltraWide","REPETIDA (3 refs)","Professional product photography of a LG UltraWide computer monitor on its stand, three-quarter front view, thin bezels, screen displaying a vivid colorful abstract wallpaper, single product centered, filling ~85% of the frame, pure white seamless studio background (#FFFFFF), soft even diffused studio lighting, subtle soft contact shadow, ultra-sharp focus, high detail, photorealistic 4k commercial product photography, no added text or watermark overlay, no people, no extra props"
monitores,"lineas-nuevas/monitores/lg-smart-monitor.png","LG","Smart Monitor","REPETIDA (3 refs)","Professional product photography of a LG Smart Monitor computer monitor on its stand, three-quarter front view, thin bezels, screen displaying a vivid colorful abstract wallpaper, single product centered, filling ~85% of the frame, pure white seamless studio background (#FFFFFF), soft even diffused studio lighting, subtle soft contact shadow, ultra-sharp focus, high detail, photorealistic 4k commercial product photography, no added text or watermark overlay, no people, no extra props"
monitores,"lineas-nuevas/monitores/samsung-odyssey.png","Samsung","Odyssey","REPETIDA (3 refs)","Professional product photography of a Samsung Odyssey computer monitor on its stand, three-quarter front view, thin bezels, screen displaying a vivid colorful abstract wallpaper, gaming aesthetic with subtle RGB lighting accents, single product centered, filling ~85% of the frame, pure white seamless studio background (#FFFFFF), soft even diffused studio lighting, subtle soft contact shadow, ultra-sharp focus, high detail, photorealistic 4k commercial product photography, no added text or watermark overlay, no people, no extra props"
monitores,"lineas-nuevas/monitores/samsung-smart-monitor.png","Samsung","Smart Monitor","REPETIDA (3 refs)","Professional product photography of a Samsung Smart Monitor computer monitor on its stand, three-quarter front view, thin bezels, screen displaying a vivid colorful abstract wallpaper, single product centered, filling ~85% of the frame, pure white seamless studio background (#FFFFFF), soft even diffused studio lighting, subtle soft contact shadow, ultra-sharp focus, high detail, photorealistic 4k commercial product photography, no added text or watermark overlay, no people, no extra props"
monitores,"lineas-nuevas/monitores/samsung-viewfinity.png","Samsung","ViewFinity","REPETIDA (3 refs)","Professional product photography of a Samsung ViewFinity computer monitor on its stand, three-quarter front view, thin bezels, screen displaying a vivid colorful abstract wallpaper, single product centered, filling ~85% of the frame, pure white seamless studio background (#FFFFFF), soft even diffused studio lighting, subtle soft contact shadow, ultra-sharp focus, high detail, photorealistic 4k commercial product photography, no added text or watermark overlay, no people, no extra props"
equipos-escritorio,"lineas-nuevas/equipos-escritorio/lenovo-thinkcentre.png","Lenovo","ThinkCentre","REPETIDA (3 refs)","Professional product photography of a Lenovo ThinkCentre desktop computer tower, three-quarter front angle, modern design, single product centered, filling ~85% of the frame, pure white seamless studio background (#FFFFFF), soft even diffused studio lighting, subtle soft contact shadow, ultra-sharp focus, high detail, photorealistic 4k commercial product photography, no added text or watermark overlay, no people, no extra props"
equipos-escritorio,"lineas-nuevas/equipos-escritorio/lenovo-ideacentre.png","Lenovo","IdeaCentre","REPETIDA (3 refs)","Professional product photography of a Lenovo IdeaCentre desktop computer tower, three-quarter front angle, modern design, single product centered, filling ~85% of the frame, pure white seamless studio background (#FFFFFF), soft even diffused studio lighting, subtle soft contact shadow, ultra-sharp focus, high detail, photorealistic 4k commercial product photography, no added text or watermark overlay, no people, no extra props"
equipos-escritorio,"lineas-nuevas/equipos-escritorio/lenovo-legion-desktop.png","Lenovo","Legion","REPETIDA (3 refs)","Professional product photography of a Lenovo Legion desktop computer tower, three-quarter front angle, modern design, gaming aesthetic with subtle RGB lighting accents, single product centered, filling ~85% of the frame, pure white seamless studio background (#FFFFFF), soft even diffused studio lighting, subtle soft contact shadow, ultra-sharp focus, high detail, photorealistic 4k commercial product photography, no added text or watermark overlay, no people, no extra props"
equipos-escritorio,"lineas-nuevas/equipos-escritorio/hp-prodesk.png","HP","ProDesk","REPETIDA (3 refs)","Professional product photography of a HP ProDesk desktop computer tower, three-quarter front angle, modern design, single product centered, filling ~85% of the frame, pure white seamless studio background (#FFFFFF), soft even diffused studio lighting, subtle soft contact shadow, ultra-sharp focus, high detail, photorealistic 4k commercial product photography, no added text or watermark overlay, no people, no extra props"
equipos-escritorio,"lineas-nuevas/equipos-escritorio/hp-elitedesk.png","HP","EliteDesk","REPETIDA (3 refs)","Professional product photography of a HP EliteDesk desktop computer tower, three-quarter front angle, modern design, single product centered, filling ~85% of the frame, pure white seamless studio background (#FFFFFF), soft even diffused studio lighting, subtle soft contact shadow, ultra-sharp focus, high detail, photorealistic 4k commercial product photography, no added text or watermark overlay, no people, no extra props"
equipos-escritorio,"lineas-nuevas/equipos-escritorio/hp-omen-desktop.png","HP","OMEN","REPETIDA (3 refs)","Professional product photography of a HP OMEN desktop computer tower, three-quarter front angle, modern design, gaming aesthetic with subtle RGB lighting accents, single product centered, filling ~85% of the frame, pure white seamless studio background (#FFFFFF), soft even diffused studio lighting, subtle soft contact shadow, ultra-sharp focus, high detail, photorealistic 4k commercial product photography, no added text or watermark overlay, no people, no extra props"
equipos-escritorio,"lineas-nuevas/equipos-escritorio/dell-optiplex.png","Dell","OptiPlex","REPETIDA (4 refs)","Professional product photography of a Dell OptiPlex desktop computer tower, three-quarter front angle, modern design, single product centered, filling ~85% of the frame, pure white seamless studio background (#FFFFFF), soft even diffused studio lighting, subtle soft contact shadow, ultra-sharp focus, high detail, photorealistic 4k commercial product photography, no added text or watermark overlay, no people, no extra props"
equipos-escritorio,"lineas-nuevas/equipos-escritorio/dell-vostro-desktop.png","Dell","Vostro","REPETIDA (4 refs)","Professional product photography of a Dell Vostro desktop computer tower, three-quarter front angle, modern design, single product centered, filling ~85% of the frame, pure white seamless studio background (#FFFFFF), soft even diffused studio lighting, subtle soft contact shadow, ultra-sharp focus, high detail, photorealistic 4k commercial product photography, no added text or watermark overlay, no people, no extra props"
equipos-escritorio,"lineas-nuevas/equipos-escritorio/dell-precision-desktop.png","Dell","Precision","REPETIDA (4 refs)","Professional product photography of a Dell Precision desktop computer tower, three-quarter front angle, modern design, single product centered, filling ~85% of the frame, pure white seamless studio background (#FFFFFF), soft even diffused studio lighting, subtle soft contact shadow, ultra-sharp focus, high detail, photorealistic 4k commercial product photography, no added text or watermark overlay, no people, no extra props"
equipos-escritorio,"lineas-nuevas/equipos-escritorio/dell-alienware-desktop.png","Dell","Alienware","REPETIDA (4 refs)","Professional product photography of a Dell Alienware desktop computer tower, three-quarter front angle, modern design, gaming aesthetic with subtle RGB lighting accents, single product centered, filling ~85% of the frame, pure white seamless studio background (#FFFFFF), soft even diffused studio lighting, subtle soft contact shadow, ultra-sharp focus, high detail, photorealistic 4k commercial product photography, no added text or watermark overlay, no people, no extra props"
redes,"lineas-nuevas/redes/tplink-archer.png","TP-Link","Archer","REPETIDA (3 refs)","Professional product photography of a TP-Link Archer wifi router with external antennas and status LEDs, three-quarter angle, single product centered, filling ~85% of the frame, pure white seamless studio background (#FFFFFF), soft even diffused studio lighting, subtle soft contact shadow, ultra-sharp focus, high detail, photorealistic 4k commercial product photography, no added text or watermark overlay, no people, no extra props"
redes,"lineas-nuevas/redes/tplink-deco.png","TP-Link","Deco","REPETIDA (3 refs)","Professional product photography of a TP-Link Deco wifi router with external antennas and status LEDs, three-quarter angle, single product centered, filling ~85% of the frame, pure white seamless studio background (#FFFFFF), soft even diffused studio lighting, subtle soft contact shadow, ultra-sharp focus, high detail, photorealistic 4k commercial product photography, no added text or watermark overlay, no people, no extra props"
redes,"lineas-nuevas/redes/tplink-omada.png","TP-Link","Omada","REPETIDA (3 refs)","Professional product photography of a TP-Link Omada wifi router with external antennas and status LEDs, three-quarter angle, single product centered, filling ~85% of the frame, pure white seamless studio background (#FFFFFF), soft even diffused studio lighting, subtle soft contact shadow, ultra-sharp focus, high detail, photorealistic 4k commercial product photography, no added text or watermark overlay, no people, no extra props"
mouse-pad,"lineas-nuevas/mouse-pad/logitech-g203.png","Logitech","G203","REPETIDA (3 refs)","Professional product photography of a Logitech G203 gaming mouse, three-quarter top view, single product centered, filling ~85% of the frame, pure white seamless studio background (#FFFFFF), soft even diffused studio lighting, subtle soft contact shadow, ultra-sharp focus, high detail, photorealistic 4k commercial product photography, no added text or watermark overlay, no people, no extra props"
mouse-pad,"lineas-nuevas/mouse-pad/logitech-g305.png","Logitech","G305","REPETIDA (3 refs)","Professional product photography of a Logitech G305 gaming mouse, three-quarter top view, single product centered, filling ~85% of the frame, pure white seamless studio background (#FFFFFF), soft even diffused studio lighting, subtle soft contact shadow, ultra-sharp focus, high detail, photorealistic 4k commercial product photography, no added text or watermark overlay, no people, no extra props"
mouse-pad,"lineas-nuevas/mouse-pad/logitech-pro.png","Logitech","PRO Series","REPETIDA (3 refs)","Professional product photography of a Logitech PRO Series gaming mouse, three-quarter top view, single product centered, filling ~85% of the frame, pure white seamless studio background (#FFFFFF), soft even diffused studio lighting, subtle soft contact shadow, ultra-sharp focus, high detail, photorealistic 4k commercial product photography, no added text or watermark overlay, no people, no extra props"
kits-streaming,"lineas-nuevas/kits-streaming/elgato-stream-deck.png","Elgato","Stream Deck","REPETIDA (3 refs)","Professional product photography of an Elgato Stream Deck, a compact desktop control pad with 15 customizable LCD keys, on a small stand, three-quarter angle, single product centered, filling ~85% of the frame, pure white seamless studio background (#FFFFFF), soft even diffused studio lighting, subtle soft contact shadow, ultra-sharp focus, high detail, photorealistic 4k commercial product photography, no added text or watermark overlay, no people, no extra props"
kits-streaming,"lineas-nuevas/kits-streaming/elgato-wave.png","Elgato","Wave Mic","REPETIDA (3 refs)","Professional product photography of an Elgato Wave broadcast condenser USB microphone on a desktop stand, three-quarter angle, single product centered, filling ~85% of the frame, pure white seamless studio background (#FFFFFF), soft even diffused studio lighting, subtle soft contact shadow, ultra-sharp focus, high detail, photorealistic 4k commercial product photography, no added text or watermark overlay, no people, no extra props"
kits-streaming,"lineas-nuevas/kits-streaming/elgato-cam-link.png","Elgato","Cam Link","REPETIDA (3 refs)","Professional product photography of an Elgato Cam Link 4K HDMI capture USB dongle, three-quarter angle, single product centered, filling ~85% of the frame, pure white seamless studio background (#FFFFFF), soft even diffused studio lighting, subtle soft contact shadow, ultra-sharp focus, high detail, photorealistic 4k commercial product photography, no added text or watermark overlay, no people, no extra props"
